"Surveyed_by","Date","method","SubplotID","SPP","PlantID","Phen","Leaf","Dam","Chew","mScrape","iScrape","Mine","Gall","Window","Lspot","Rust","Pmildew","Dmildew","Blight","wet","rhiz.like","clorosis","white.mildew.like.thing","thrips","tent","scler.like","Phomopsis","lf.curl","necrotic.lesion","Chlorotic.spots","Choking","slime_mold_like","Notes","disease","herbivory","tot.damage","SPP2","SubplotID2"
"mj","13.Aug.19","touching","I6.5.4","Bromus sp / Koeleria sp",14,"v",1,"d",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,40,40,"Bromus/Koeleria","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Bromus sp / Koeleria sp",14,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Bromus sp / Koeleria sp",14,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Bromus sp / Koeleria sp",14,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Bromus sp / Koeleria sp",14,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Euphorbia cyparissias",15,"v",1,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Euphorbia cyparissias","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Euphorbia cyparissias",15,"v",2,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Euphorbia cyparissias","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Euphorbia cyparissias",15,"v",3,"d",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,2,"Euphorbia cyparissias","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Euphorbia cyparissias",15,"v",4,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Euphorbia cyparissias","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Euphorbia cyparissias",15,"v",5,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Euphorbia cyparissias","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Galium verum",16,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Galium verum","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Galium verum",16,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Galium verum","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Galium verum",16,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Galium verum","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Galium verum",16,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Galium verum","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Galium verum",16,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Galium verum","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Ononis spinosa",17,"v",1,"d",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,90,90,"Ononis spinosa","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Ononis spinosa",17,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Ononis spinosa","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Ononis spinosa",17,"v",3,"d",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,80,80,"Ononis spinosa","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Ononis spinosa",17,"v",4,"d",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,10,10,"Ononis spinosa","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Ononis spinosa",17,"v",5,"d",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"",5,0,5,"Ononis spinosa","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Helianthemum nummularium",18,"b",1,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Helianthemum nummularium","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Helianthemum nummularium",18,"b",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Helianthemum nummularium","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Helianthemum nummularium",18,"b",3,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Helianthemum nummularium","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Helianthemum nummularium",18,"b",4,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Helianthemum nummularium","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Helianthemum nummularium",18,"b",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Helianthemum nummularium","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Euphorbia cyparissias",19,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Euphorbia cyparissias","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Euphorbia cyparissias",19,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Euphorbia cyparissias","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Euphorbia cyparissias",19,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Euphorbia cyparissias","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Euphorbia cyparissias",19,"v",4,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Euphorbia cyparissias","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Euphorbia cyparissias",19,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Euphorbia cyparissias","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Brachypodium pinnatum",20,"v",1,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Brachypodium pinnatum","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Brachypodium pinnatum",20,"v",2,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Brachypodium pinnatum","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Brachypodium pinnatum",20,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Brachypodium pinnatum","I6.5.4"
"mj","13.Aug.19","touching","I6.5.4","Brachypodium pinnatum",20,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Brachypodium pinnatum","I6.5.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Brachypodium pinnatum",1,"v",1,"d",0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",4,0,4,"Brachypodium pinnatum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Brachypodium pinnatum",1,"v",2,"d",5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,5,8,"Brachypodium pinnatum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",2,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",2,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",2,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",2,"v",4,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",2,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",3,"v",1,"d",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,3,4,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",3,"v",2,"d",1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,3,4,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",3,"v",3,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",3,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Thymus serpyllum",4,"v",1,"d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,"",0,20,20,"Thymus sp","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Thymus serpyllum",4,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Thymus sp","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Thymus serpyllum",4,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Thymus sp","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Thymus serpyllum",4,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Thymus sp","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Thymus serpyllum",4,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Thymus sp","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Anthericum ramosum",5,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Anthericum sylvestris","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Anthericum ramosum",5,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Anthericum sylvestris","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Anthericum ramosum",5,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Anthericum sylvestris","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Anthericum ramosum",5,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Anthericum sylvestris","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Anthericum ramosum",5,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Anthericum sylvestris","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Brachypodium pinnatum",6,"v",1,"d",3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,3,6,"Brachypodium pinnatum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Brachypodium pinnatum",6,"v",2,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Brachypodium pinnatum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Brachypodium pinnatum",6,"v",3,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Brachypodium pinnatum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",7,"v",1,"d",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,2,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",7,"v",2,"d",20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,20,21,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",7,"v",3,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",7,"v",4,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",7,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Prunella sp",8,"v",1,"d",1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,3,4,"Prunella sp","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Prunella sp",8,"v",2,"d",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,3,"Prunella sp","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Prunella sp",8,"v",3,"d",0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,2,5,"Prunella sp","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Prunella sp",8,"v",4,"d",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,2,"Prunella sp","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Prunella sp",8,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Prunella sp","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",9,"v",1,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",9,"v",2,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",9,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",9,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",9,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",10,"v",1,"d",5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,5,6,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",10,"v",2,"d",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,10,10,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",10,"v",3,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",10,"v",4,"d",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,2,2,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",10,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Helianthemum nummularium",11,"s",1,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Helianthemum nummularium","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Helianthemum nummularium",11,"s",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Helianthemum nummularium","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Helianthemum nummularium",11,"s",3,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Helianthemum nummularium","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Helianthemum nummularium",11,"s",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Helianthemum nummularium","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Helianthemum nummularium",11,"s",5,"d",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,2,2,"Helianthemum nummularium","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",12,"v",1,"d",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",12,"v",2,"d",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",12,"v",3,"d",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",12,"v",4,"d",1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,4,4,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",12,"v",5,"d",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,3,3,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",13,"v",1,"d",10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,10,11,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",13,"v",2,"d",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,10,10,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",13,"v",3,"d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",13,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Carex sp 2",13,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Festuca-like","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Helianthemum nummularium",14,"s",1,"d",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Helianthemum nummularium","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Helianthemum nummularium",14,"s",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Helianthemum nummularium","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Helianthemum nummularium",14,"s",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Helianthemum nummularium","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Helianthemum nummularium",14,"s",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Helianthemum nummularium","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Helianthemum nummularium",14,"s",5,"d",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,1,"Helianthemum nummularium","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Teucrium montanum",15,"v",1,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Teucrium montanum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Teucrium montanum",15,"v",2,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Teucrium montanum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Teucrium montanum",15,"v",3,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Teucrium montanum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Teucrium montanum",15,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Teucrium montanum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Teucrium montanum",15,"v",5,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Teucrium montanum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",16,"v",1,"d",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,4,4,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",16,"v",2,"d",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,1,1,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",16,"v",3,"d",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,2,2,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Bromus sp / Koeleria sp",16,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Bromus/Koeleria","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Brachypodium pinnatum",17,"v",1,"d",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,3,"Brachypodium pinnatum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Brachypodium pinnatum",17,"v",2,"d",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,3,"Brachypodium pinnatum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Brachypodium pinnatum",17,"v",3,"d",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,1,2,"Brachypodium pinnatum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Brachypodium pinnatum",17,"v",4,"nd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,"Brachypodium pinnatum","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",18,"s",1,"d",5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,15,15,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",18,"s",2,"d",10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,20,20,"Lotus corniculatus","I6.2.4"
"fh, mj","13.Aug.19","touching","I6.2.4","Lotus corniculatus",18,"s",3,"d",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,5,5,"Lotus corniculatus","I6.2.4"
